loss,acc
5.0471067,0.0703125
5.0544295,0.07421875
4.99551,0.08984375
5.014229,0.0625
5.114705,0.0546875
5.1505404,0.0546875
5.03627,0.046875
5.021624,0.06640625
5.0995164,0.0625
5.228342,0.05859375
5.1688967,0.0625
4.9433403,0.05078125
5.0911417,0.04296875
5.3238177,0.05078125
5.224165,0.04296875
5.3151255,0.0546875
5.25844,0.046875
4.9194775,0.07421875
5.2861185,0.05859375
5.3290215,0.0546875
4.9619384,0.07421875
5.184535,0.02734375
5.109425,0.05078125
4.9795513,0.0546875
5.222031,0.046875
4.9649215,0.0546875
4.9626684,0.078125
5.172952,0.05859375
5.114805,0.046875
4.8327684,0.0703125
5.2629976,0.05859375
4.9995623,0.0625
5.021205,0.05859375
5.0957775,0.046875
4.8182716,0.08984375
5.0258083,0.046875
5.0439425,0.06640625
5.2127314,0.0546875
5.1949472,0.0390625
5.1348634,0.0546875
4.93919,0.09375
5.103584,0.05078125
5.075908,0.046875
5.0550833,0.05078125
5.1010838,0.03125
5.1985555,0.046875
4.879716,0.0625
5.0981765,0.05078125
5.332207,0.06640625
5.2539864,0.05859375
5.110089,0.046875
5.0197515,0.03125
5.1334763,0.05078125
5.211413,0.04296875
5.1160126,0.03125
4.964384,0.04296875
5.1209693,0.0390625
5.102066,0.06640625
5.073998,0.0546875
4.989881,0.07421875
5.217719,0.04296875
5.095538,0.0390625
5.0460997,0.0703125
5.0566645,0.0859375
5.0125093,0.05859375
4.9786344,0.05859375
4.9912224,0.05859375
5.1661634,0.04296875
5.277606,0.03515625
5.190471,0.04296875
5.155532,0.05078125
5.1881704,0.046875
5.1435347,0.03125
5.0340023,0.0546875
4.966442,0.05078125
5.3568764,0.046875
5.3319035,0.046875
5.158732,0.05078125
4.9417353,0.0625
5.2249985,0.0390625
5.186014,0.0703125
5.2382603,0.03125
5.113305,0.0703125
5.151379,0.0625
5.249073,0.046875
5.203264,0.05078125
4.988896,0.08203125
5.0728893,0.0390625
4.9570923,0.06640625
5.031346,0.08203125
5.1234875,0.08984375
4.9577394,0.0546875
5.0929527,0.06640625
5.2933307,0.0546875
5.015959,0.0546875
5.1347227,0.046875
5.0931225,0.03515625
4.8393283,0.11328125
5.0243645,0.05859375
5.06427,0.046875
5.1013007,0.0546875
4.890563,0.05859375
5.021308,0.08984375
5.005675,0.0703125
5.021199,0.0546875
4.8141975,0.09765625
5.017993,0.05078125
4.971361,0.0859375
5.045701,0.0703125
5.127975,0.04296875
5.063257,0.05859375
5.1663465,0.05859375
5.107089,0.0703125
5.0138984,0.05859375
4.939617,0.078125
5.067168,0.0625
5.122154,0.0546875
5.0287127,0.0546875
5.0324836,0.07421875
4.9795184,0.0546875
4.867745,0.05859375
4.8936014,0.09375
4.9768653,0.078125
5.1088037,0.05859375
5.0731506,0.0703125
5.031133,0.0625
5.230466,0.03515625
5.061312,0.09375
5.035887,0.0390625
4.987453,0.05859375
4.9965105,0.06640625
5.0733814,0.0703125
4.958852,0.05078125
5.274541,0.05078125
5.224368,0.04296875
4.928323,0.078125
4.9700875,0.0703125
4.877781,0.08984375
5.1782207,0.0859375
5.2891636,0.0390625
5.0720415,0.06640625
5.169117,0.03515625
5.12926,0.03125
5.137851,0.0390625
5.138464,0.08984375
5.1003814,0.05859375
5.1712656,0.05859375
5.018445,0.04296875
5.0361195,0.06640625
5.060955,0.04296875
4.980053,0.078125
5.061166,0.0703125
5.085643,0.0625
5.1002574,0.09375
5.0666375,0.07421875
5.059731,0.046875
5.107807,0.0859375
5.0303836,0.05078125
5.208189,0.0390625
5.062731,0.078125
4.9801126,0.06640625
5.119735,0.0859375
5.0404687,0.078125
5.100668,0.05078125
5.177687,0.04296875
5.085386,0.05078125
4.883504,0.06640625
5.0694547,0.0625
5.062548,0.0546875
4.862337,0.0703125
4.8742685,0.1015625
5.110757,0.08203125
4.8661237,0.10546875
5.066381,0.0625
5.1504984,0.0546875
5.1200275,0.0859375
4.983018,0.078125
4.923907,0.0703125
4.9984136,0.07421875
5.2750864,0.04296875
5.004807,0.0390625
5.1562343,0.05859375
4.9228134,0.078125
5.1991982,0.109375
5.0998855,0.046875
5.197797,0.05859375
5.0537233,0.0546875
5.1412024,0.06640625
5.1993237,0.06640625
5.1194563,0.07421875
5.2191424,0.06640625
4.985586,0.078125
5.2576,0.05859375
5.1302195,0.0546875
5.1012373,0.0859375
5.301544,0.0390625
5.242991,0.04296875
5.148407,0.05859375
4.9324074,0.09765625
5.136963,0.046875
5.033568,0.046875
4.9951315,0.05859375
5.1697693,0.05859375
5.1478086,0.0625
5.054142,0.0703125
4.830741,0.1171875
5.1592135,0.0390625
4.916389,0.0703125
4.9800057,0.08203125
5.209355,0.05078125
4.996874,0.0859375
5.2855387,0.0546875
4.9855323,0.05078125
5.091616,0.046875
4.8195496,0.0703125
5.0096827,0.07421875
5.094493,0.03515625
5.1675477,0.046875
5.110209,0.0703125
5.1186514,0.08203125
5.0326133,0.0859375
4.920727,0.07421875
5.0120716,0.06640625
5.0590935,0.078125
5.1567497,0.046875
4.9782023,0.08984375
5.262725,0.0703125
5.1343565,0.0625
4.992448,0.06640625
5.257935,0.0390625
4.9797735,0.05859375
4.9212723,0.07421875
5.079857,0.0546875
5.0625787,0.06640625
5.074337,0.05078125
4.967165,0.07421875
5.133085,0.078125
5.0643144,0.05859375
5.042329,0.078125
5.0068655,0.046875
5.041238,0.08203125
5.0257506,0.07421875
4.9596395,0.078125
4.956885,0.0859375
5.025301,0.09375
5.0046997,0.04296875
4.899416,0.05859375
5.1736107,0.05078125
5.1611505,0.05859375
5.182678,0.06640625
5.3441167,0.06640625
5.026289,0.07421875
4.9493966,0.05859375
4.9455223,0.08203125
5.2917895,0.05078125
5.119341,0.0859375
5.0692143,0.0625
4.9868374,0.0390625
5.223097,0.046875
5.15341,0.06640625
5.226137,0.08984375
5.246953,0.08203125
5.2675343,0.03125
5.119714,0.078125
5.01447,0.08984375
4.949912,0.09375
4.9254074,0.07421875
5.2124248,0.078125
5.073612,0.05078125
4.843886,0.078125
5.118845,0.0859375
5.065255,0.1015625
4.974355,0.0625
5.207629,0.03515625
4.9094744,0.07421875
4.8585215,0.1171875
4.9420824,0.09375
4.8577895,0.0625
5.052574,0.046875
4.9834547,0.046875
4.8910384,0.08203125
5.0728235,0.08203125
5.4296427,0.0625
4.919605,0.0625
5.2965193,0.0625
5.1232867,0.0546875
5.197081,0.05078125
5.215881,0.078125
5.1542883,0.0625
5.1176467,0.05078125
5.021411,0.1015625
5.1715193,0.07421875
5.0979104,0.08203125
5.2052536,0.05859375
5.00062,0.08984375
4.964348,0.0625
5.078075,0.0703125
5.083939,0.0390625
5.199547,0.046875
5.007702,0.0625
5.300594,0.05078125
5.0394144,0.046875
4.9567866,0.05078125
5.0074654,0.0703125
4.992264,0.05859375
5.0942955,0.0390625
5.249468,0.05859375
5.102504,0.05859375
5.247394,0.05078125
4.887104,0.078125
5.02736,0.0703125
5.018202,0.06640625
5.145486,0.08203125
5.074619,0.0859375
4.964518,0.0625
5.0187387,0.08984375
4.8878965,0.0859375
4.91933,0.078125
5.0767584,0.04296875
5.0262933,0.05078125
5.006194,0.046875
4.9739733,0.0703125
5.0981436,0.078125
5.1389327,0.0703125
5.1950626,0.0546875
4.97188,0.0390625
5.011964,0.07421875
4.9734106,0.07421875
4.9874687,0.08203125
5.0680943,0.046875
4.932005,0.0703125
4.875468,0.07421875
5.1018248,0.08984375
4.8190823,0.08203125
4.9530764,0.0859375
5.0646105,0.07421875
4.956993,0.09375
5.0159674,0.0546875
5.161438,0.05859375
5.059816,0.0625
4.8490324,0.08203125
4.966629,0.0625
5.033879,0.06640625
5.0169625,0.0703125
5.077424,0.0703125
4.994882,0.06640625
5.0772824,0.07421875
5.106391,0.06640625
4.797954,0.06640625
4.9783983,0.078125
5.0948687,0.046875
5.200147,0.0703125
5.053175,0.08203125
4.913854,0.08203125
4.8208437,0.0703125
4.894369,0.0859375
4.9330664,0.05859375
4.9899187,0.0625
5.019593,0.08203125
5.10456,0.05859375
4.92942,0.0859375
5.170825,0.03125
4.9746,0.109375
5.064727,0.06640625
5.277985,0.05859375
5.0857477,0.0859375
5.0730343,0.06640625
4.9485846,0.0859375
4.9506564,0.07421875
4.971349,0.08984375
4.969987,0.0625
5.1993055,0.0703125
5.126935,0.08984375
5.1226025,0.0625
4.8984284,0.07421875
5.1706414,0.0546875
4.915551,0.09375
4.9476323,0.078125
4.974999,0.0859375
5.0852566,0.08984375
5.2544847,0.06640625
4.8612194,0.0703125
4.8449287,0.1015625
5.0528383,0.07421875
5.424549,0.0625
5.1782265,0.06640625
5.275053,0.08203125
5.0775766,0.07421875
4.8970776,0.08984375
5.2549515,0.0703125
5.0951633,0.0625
5.163686,0.08203125
5.091235,0.08203125
5.031864,0.07421875
5.1288652,0.0703125
5.142727,0.08203125
5.217168,0.05078125
5.093753,0.0390625
5.0042715,0.06640625
5.181759,0.0703125
5.005112,0.09375
5.175317,0.09375
5.2709455,0.04296875
5.0600348,0.0859375
4.917738,0.09375
5.1734295,0.0390625
5.0698843,0.0859375
5.014148,0.08203125
5.417638,0.04296875
4.99304,0.08203125
5.1488004,0.0859375
4.979208,0.0703125
5.175829,0.06640625
5.0904927,0.0625
5.1533813,0.0546875
5.3132677,0.08203125
5.2378626,0.0703125
4.99753,0.09375
5.1398826,0.07421875
5.071745,0.06640625
5.039918,0.078125
5.006549,0.08984375
5.1601095,0.04296875
5.1493683,0.06640625
5.0172424,0.1015625
5.1642256,0.05859375
5.2391443,0.0859375
4.9141655,0.0625
5.124117,0.046875
5.1576433,0.0859375
4.966485,0.10546875
4.8857107,0.09375
5.0244613,0.07421875
5.137376,0.10546875
4.9769015,0.07421875
4.931102,0.09765625
5.0269327,0.11328125
5.0923033,0.05859375
5.139127,0.0625
4.9050426,0.046875
4.9856577,0.08984375
5.178693,0.05859375
4.9624324,0.0859375
5.049859,0.05078125
5.115735,0.06640625
5.0987167,0.06640625
4.998631,0.07421875
5.187355,0.078125
5.0463395,0.09765625
5.032165,0.0546875
5.0280433,0.0703125
5.0246325,0.0703125
4.9492207,0.1015625
5.1343026,0.046875
5.052637,0.078125
5.021926,0.0859375
5.061411,0.0390625
5.0369415,0.09765625
4.991998,0.06640625
5.2305946,0.05078125
4.994008,0.0546875
4.95965,0.07421875
5.0681767,0.06640625
5.0257897,0.09375
5.0731053,0.06640625
5.1897497,0.046875
5.049672,0.0703125
5.108242,0.04296875
5.225644,0.0546875
5.0759315,0.09375
5.141096,0.0625
5.1805897,0.05859375
5.2009144,0.046875
4.9538107,0.08984375
5.2325945,0.08203125
5.009303,0.0703125
5.2547345,0.0703125
4.9994946,0.1015625
5.030752,0.0703125
5.1625185,0.0546875
5.1130285,0.07421875
4.8774605,0.08203125
5.0911036,0.05078125
5.034663,0.078125
5.153886,0.04296875
5.1089735,0.06640625
5.1441116,0.11328125
5.1884727,0.05078125
5.052902,0.0625
5.097129,0.05859375
5.0430155,0.05078125
4.967443,0.0703125
5.2389526,0.06640625
5.12868,0.046875
4.9269624,0.09375
4.9951715,0.09375
5.213003,0.078125
5.034509,0.07421875
4.9741554,0.07421875
5.0010767,0.078125
5.0150228,0.09765625
4.992793,0.06640625
4.9285283,0.0625
4.984446,0.078125
5.041892,0.0859375
4.9045,0.08203125
4.7937036,0.08984375
5.022008,0.09765625
4.980172,0.08203125
4.984738,0.10546875
4.8700485,0.078125
4.9163647,0.0859375
5.1314096,0.06640625
5.004594,0.0546875
4.9618874,0.0703125
5.145544,0.08203125
5.1209993,0.0625
5.053481,0.05859375
4.980914,0.08984375
4.985917,0.08984375
5.12288,0.078125
5.245682,0.05078125
5.0383697,0.08203125
5.2730885,0.0625
5.005642,0.07421875
4.98071,0.1015625
5.004117,0.109375
5.3000336,0.07421875
5.2602463,0.0390625
5.1096077,0.06640625
5.044465,0.1015625
5.2484446,0.05859375
5.0418606,0.078125
5.061736,0.08984375
5.119609,0.08203125
5.1694093,0.0390625
4.918824,0.046875
5.0157604,0.06640625
5.2328176,0.05078125
5.0746202,0.07421875
5.0736184,0.0703125
5.1233253,0.08203125
5.1180954,0.08203125
5.1273184,0.05078125
5.3380985,0.05859375
5.1936245,0.0703125
5.1077695,0.078125
5.012458,0.07421875
5.02549,0.0625
5.196168,0.078125
4.905048,0.078125
5.240838,0.05859375
5.167761,0.046875
5.147346,0.08203125
5.125232,0.07421875
5.09396,0.109375
5.0006847,0.078125
5.1255064,0.0703125
4.9641776,0.07421875
5.336753,0.0390625
5.2857323,0.0625
5.0371313,0.08203125
5.03572,0.0390625
5.1379433,0.1171875
4.985025,0.05078125
5.227677,0.0859375
5.200318,0.0546875
5.0324364,0.109375
5.1012325,0.0859375
5.061676,0.0859375
4.893918,0.08203125
5.4162116,0.03515625
4.9192038,0.08203125
5.137456,0.0625
5.079852,0.08203125
5.19936,0.08203125
5.192712,0.046875
5.0259676,0.078125
4.8725257,0.0859375
5.1335998,0.08203125
4.9578004,0.1015625
5.144264,0.046875
4.860159,0.10546875
4.779029,0.09765625
4.996736,0.0546875
4.948449,0.09765625
5.1179843,0.05078125
5.188879,0.046875
4.9140067,0.078125
5.135458,0.08203125
5.0872316,0.0625
5.0706654,0.046875
5.1817946,0.08203125
5.045623,0.07421875
5.090989,0.07421875
5.143481,0.0625
4.9530325,0.07421875
5.0471897,0.109375
5.0283165,0.1015625
4.782366,0.1171875
4.7685237,0.0703125
4.87456,0.0859375
5.059205,0.0703125
5.06771,0.0625
5.099186,0.05078125
5.268565,0.0390625
4.9552536,0.08203125
5.0540347,0.07421875
5.0728116,0.06640625
5.0586386,0.078125
5.0014806,0.09375
5.0740027,0.0546875
4.957929,0.0859375
5.1261616,0.0859375
4.9869184,0.08203125
5.351746,0.08203125
5.300711,0.04296875
5.2284827,0.0703125
5.0658774,0.0546875
5.08767,0.0625
5.1793447,0.0546875
4.970536,0.09375
4.9929514,0.04296875
5.013706,0.06640625
5.004426,0.0859375
5.3458176,0.04296875
5.064558,0.0859375
5.1144066,0.0546875
5.1102543,0.06640625
5.0428505,0.08203125
5.1049204,0.05859375
5.039996,0.0859375
5.2975855,0.07421875
4.736355,0.109375
5.34314,0.04296875
5.135732,0.0625
5.440189,0.078125
5.3259544,0.06640625
5.182781,0.0546875
5.1627226,0.05078125
5.1461573,0.0625
